nr	PrisPerLiter	fyllighet	stravhet	fruktsyra	Namn	desc	Forpackning
628501	Geoff Merrill	265.33	9	9	9	Utvecklad, balanserad smak med tydlig fatkaraktär, inslag av svarta vinbär, inslag av tobak, inslag av katrinplommon, inslag av pomerans, inslag av mörk choklad, inslag av kardemumma	Flaska
638308	La Boca	73.00	8	8	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av viol, inslag av mörka körsbär, inslag av plommon, inslag av lakrits	Box
639601	Piedra Negra	158.67	10	10	10	Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av kaffe, inslag av örter, inslag av ceder, inslag av choklad och svart te.	Flaska
274301	Ziggurat	185.33	9	10	10	Nyanserad smak med fatkaraktär, inslag av mörka körsbär, inslag av hallon, inslag av peppar, inslag av salvia, inslag av vanilj, inslag av kakao	Flaska
294201	Rubesco	132.00	10	9	9	Nyanserad, fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av choklad, inslag av kryddnejlika, inslag av kanel, inslag av vanilj	Flaska
275401	Barbera d'Asti	105.33	7	7	10	Fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av örter, inslag av blåbär, inslag av hallon, inslag av lakrits	Flaska
657301	Caravan	118.67	10	8	9	Mycket fruktig smak med rostad fatkaraktär, inslag av björnbär, inslag av choklad, inslag av svarta vinbär, inslag av lakrits, inslag av vanilj	Flaska
642001	Apothic Red	132.00	8	6	9	Generöst fruktig smak med fatkaraktär och viss sötma, inslag av plommon, inslag av vanilj, inslag av blåbär, inslag av mjölkchoklad	Flaska
201101	Côtes-du-Rhône	153.33	8	8	9	Kryddig smak med inslag av fat, inslag av björnbär, inslag av lagerblad, inslag av skogshallon, inslag av örter, inslag av körsbär	Flaska
7085601	Casa Vinironia	265.33	10	9	9	Kryddig, nyanserad smak med inslag av fat, inslag av torkade körsbär, inslag av russin, inslag av choklad, inslag av peppar, inslag av kanel, inslag av pomerans	Flaska
7192601	Chateau Montelena	532.00	9	9	9	Nyanserad, mycket fruktig smak med rostad fatkaraktär, inslag av svarta vinbär, inslag av mjölkchoklad, inslag av plommon, inslag av mynta, inslag av kaffe, inslag av vanilj	Flaska
213101	Scattered Earth	105.33	8	8	9	Fruktig, kryddig smak med inslag av fat, inslag av skogshallon, inslag av blåbär, inslag av lakrits, inslag av svartpeppar, inslag av örter, inslag av choklad	Flaska
7963501	Ernst Kirchsteigers	132.00	8	8	9	Mycket fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av kryddor, inslag av vanilj	Flaska
9400201	Beaujolais Nouveau	100.00	5	4	10	Bärig, ungdomlig smak med inslag av blåbär, inslag av örter, inslag av hallon, inslag av sötlakrits	Flaska
7061901	Castiglion del Bosco	345.33	9	9	9	Nyanserad, kryddig, mogen smak med fatkaraktär, inslag av torkade körsbär, inslag av nypon, inslag av ceder, inslag av kakao, inslag av pomerans, inslag av tobak	Flaska
7968701	Mas Janeil	132.00	7	7	9	Kryddig smak med inslag av fat, inslag av björnbär, inslag av svarta vinbär, inslag av choklad, inslag av viol, inslag av lagerblad	Flaska
7450301	Château de Saint Cosme	145.33	9	9	9	Kryddig, nyanserad smak med inslag av fat, inslag av björnbär, inslag av lagerblad, inslag av hallon, inslag av peppar, inslag av kanel, inslag av lakrits	Flaska
208301	Gemtree Bloodstone	166.67	10	9	9	Generöst fruktig smak med rostad fatkaraktär, inslag av plommon, inslag av kaffe, inslag av peppar, inslag av björnbär, inslag av lakrits, inslag av lagerblad, inslag av vanilj	Flaska
304001	Tenuta Vignega	180.00	6	6	9	Kryddig smak med inslag av fat, inslag av körsbär, inslag av hallon, inslag av muskot, inslag av russin	Flaska
309701	Brunello di Montalcino	318.67	10	10	10	Kryddig, balanserad, utvecklad smak med fatkaraktär, inslag av torkade körsbär, inslag av kanel, inslag av pomerans, inslag av peppar, inslag av nougat	Flaska
315701	Château Tanesse	136.00	9	10	9	Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av peppar, inslag av plommon, inslag av örter, inslag av ceder, inslag av tobak	Flaska
609001	Tajano Rosso Piceno	113.33	6	6	9	Kryddig smak med inslag av fat, inslag av körsbär, inslag av skogsbär, inslag av kanel, inslag av sötlakrits	Flaska
7245801	Les Dauphins	132.00	7	6	9	Fruktig smak med inslag av hallon, inslag av blåbär, inslag av kryddor, inslag av viol, inslag av örter	Flaska
7052601	Côtes-du-Rhône	118.67	8	8	9	Kryddig, fruktig smak med inslag av fat, inslag av björnbär, inslag av hallon, inslag av kanel, inslag av peppar och färska örter.	Flaska
242801	The Big Zin	105.33	7	6	8	Generöst fruktig smak med liten sötma, inslag av fat, inslag av björnbär, inslag av mynta, inslag av lakrits, inslag av vanilj	Flaska
7330801	P.Lex	132.00	9	8	9	Kryddig smak med rostad fatkaraktär, inslag av mörka körsbär, inslag av kaffe, inslag av choklad, inslag av kryddnejlika, inslag av vanilj, inslag av blåbär	Flaska
7050301	Châteauneuf-du-Pape	452.00	9	9	9	Kryddig, något utvecklad smak med inslag av fat, inslag av jordgubbar, inslag av tobak, inslag av peppar och kanel..	Flaska
233701	Montepulciano d'Abruzzo	93.33	5	4	9	Bärig smak med inslag av skogshallon, inslag av blåbär, inslag av sötlakrits, inslag av örter	Flaska
240801	Le Monde	118.67	7	7	10	Fruktig smak med inslag av plommon, inslag av blåbär, inslag av viol, inslag av peppar, inslag av lakrits, inslag av körsbär	Flaska
7907501	Montico	118.67	8	7	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av lakrits, inslag av björnbär, inslag av kanel, inslag av choklad	Flaska
535402	Tommasi Graticcio Appassionato	157.33	7	7	10	Kryddig, aningen utvecklad smak med inslag av fat, inslag av körsbär, inslag av kanel, inslag av jordgubbar, inslag av vanilj, inslag av choklad	Flaska
7541601	Barone Montalto	118.67	9	6	8	Mycket fruktig smak med sötma, inslag av fat, inslag av blåbärssylt, inslag av sötlakrits, inslag av salvia, inslag av vanilj	Flaska
7465908	The Wanted Zin	86.33	9	7	9	Mycket fruktig smak med fatkaraktär, inslag av mörka bär, inslag av choklad, inslag av kaffe, inslag av vanilj	Box
7434501	Antiche Terre Venete	145.33	8	8	9	Kryddig, något utvecklad smak med inslag av fat, inslag av torkade körsbär, inslag av kanel, inslag av pinjenötter, inslag av vanilj	Flaska
7461801	Masi Costasera	1198.67	10	9	9	Mogen, komplex smak med inslag av fat, inslag av katrinplommon, inslag av torkade körsbär, inslag av rosmarin, inslag av mörk choklad, inslag av ceder, inslag av tobak	Flaska
265901	Coto de Imaz	146.67	8	8	10	Nyanserad, utvecklad, kryddig smak med fatkaraktär, mörka körsbär, dill, nötter, kryddnejlika, jordgubbar, vanilj	Flaska
7636701	Ricossa	252.00	9	10	10	Kryddig smak med fatkaraktär, inslag av körsbär, inslag av lavendel, inslag av tranbär, inslag av nypon, inslag av kanel	Flaska
274201	Domaine Rimbert	158.67	8	8	9	Nyanserad, kryddig smak med inslag av katrinplommon, inslag av kryddpeppar, inslag av svarta oliver, inslag av örter, inslag av lakrits	Flaska
7639601	Tina Montepulciano d'Abruzzo	113.33	8	7	9	Fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av vanilj, inslag av russin, inslag av salvia, inslag av mjölkchoklad	Flaska
756401	Gato Negro	78.67	6	6	9	Mycket fruktig, ungdomlig smak med inslag av svarta vinbär, inslag av björnbär och grön paprika.	Flaska
756404	Gato Negro	116.00	6	6	9	Mycket fruktig, ungdomlig smak med inslag av svarta vinbär, inslag av björnbär och grön paprika.	Flaska
629808	Adobe	76.33	6	6	9	Fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av blåbär, inslag av lakrits, inslag av viol	Box
638001	Buena Vista	265.33	7	6	10	Nyanserad, kryddig smak med rostad fatkaraktär, inslag av mogna jordgubbar, inslag av körsbär, inslag av ingefära, inslag av kaffe, inslag av vanilj	Flaska
246901	Les Pious	118.67	8	8	9	Fruktig, kryddig smak med inslag av björnbär, inslag av körsbär, inslag av peppar, inslag av lagerblad	PET-flaska
7668008	Ruby Zin	83.00	7	3	8	Bärig smak med inslag av blåbär, inslag av hallon, inslag av örter, inslag av vanilj	Box
288708	American Dream	106.33	9	9	9	Fruktigt, smakrikt vin med fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av choklad, inslag av kryddnejlika, inslag av lakrits, inslag av vanilj	Box
2307101	Barbera d'Alba	265.33	9	8	10	Nyanserad, fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av choklad, inslag av lavendel, inslag av kaffe	Flaska
240201	Château Plince	532.00	10	10	10	Nyanserad smak med fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av kakao, inslag av kaffe, inslag av ceder, inslag av tobak	Flaska
7138801	Antiche Terre Venete	105.33	8	7	9	Kryddig smak med inslag av fat, inslag av mörka körsbär, inslag av kanel, inslag av russin, inslag av choklad, inslag av svarta vinbär, inslag av lakrits	Flaska
7252601	Governo	132.00	9	7	9	Fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av russin, inslag av choklad, inslag av vanilj	Flaska
7677701	Ti Amo	118.67	7	6	8	Fruktig smak med inslag av fat, inslag av mörka bär, inslag av muskot, inslag av vanilj, inslag av lakrits	Flaska
7677801	Zupreme	86.67	5	4	8	Bärig smak med liten sötma, inslag av fat, inslag av mogna jordgubbar, inslag av mjölkchoklad, inslag av körsbär, inslag av vanilj	Flaska
205701	La Seigneurie	158.67	7	7	10	Fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av färska örter, inslag av choklad, inslag av muskot, inslag av slånbär, inslag av körsbär	Flaska
238908	Org de Rac	76.33	8	8	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av rosmarin, inslag av choklad, inslag av skogshallon, inslag av kanel	Box
3264801	Wannborga	252.00	5	4	11	Fruktig, ungdomlig smak med inslag av blåbär, inslag av mynta, inslag av muskot och svarta vinbär.	Flaska
7100201	Casa Capriolo	132.00	8	7	9	Fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av skogshallon, inslag av örter, inslag av vanilj	Flaska
462401	Gemtree Cinnabar GSM	158.67	9	9	9	Mycket fruktig smak med fatkaraktär, inslag av plommon, inslag av körsbär, inslag av vanilj, inslag av choklad, inslag av lagerblad, inslag av lakrits	Flaska
683201	Vinha da Urze	132.00	9	9	9	Mycket fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av torkade örter, inslag av björnbär, inslag av svarta oliver och mörk choklad.	Flaska
2201301	Barbaresco	318.67	8	10	10	Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, inslag av kanel, inslag av nypon, inslag av rosor, inslag av hasselnötter, inslag av pomerans	Flaska
629201	Gardo & Morris	145.33	5	5	9	Bärig, kryddig smak med inslag av fat, inslag av hallon, inslag av jordgubbar, inslag av örter, inslag av ingefära, inslag av viol	Flaska
629202	Gardo & Morris	176.00	5	5	9	Bärig, kryddig smak med inslag av fat, inslag av hallon, inslag av jordgubbar, inslag av örter, inslag av ingefära, inslag av viol	Flaska
302401	Château d'Arsac	278.67	9	10	10	Nyanserad smak med rostad fatkaraktär, inslag av svarta vinbär, inslag av ceder, inslag av kakao, inslag av plommon, inslag av kaffe, inslag av lagerblad	Flaska
634601	Castelforte	105.33	8	8	10	Kryddig smak med inslag av fat, inslag av torkade körsbär, inslag av kanel, inslag av russin, inslag av mjölkchoklad, inslag av vanilj	Flaska
7500808	Smart Dog	73.00	8	8	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av körsbär, inslag av kryddor, inslag av viol, inslag av vanilj	Box
7408701	Lynx	118.67	8	6	9	Generöst fruktig smak med fatkaraktär och liten sötma, inslag av blåbärssylt, inslag av björnbär, inslag av kryddnejlika, inslag av choklad, inslag av vanilj	Flaska
836208	McManis	93.00	7	7	8	Generöst fruktig smak med fatkaraktär, inslag av björnbär, inslag av smörkola, inslag av blåbär, inslag av mynta, inslag av kokos	Box
281101	Château Mont-Redon	345.33	9	9	9	Kryddig, balanserad smak med inslag av fat, inslag av björnbär, inslag av vitpeppar, inslag av lagerblad, inslag av körsbär, inslag av lavendel, inslag av eneträ	Flaska
7396601	Zensa	118.67	8	6	8	Mycket fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av choklad, inslag av vanilj, inslag av russin, inslag av smörkola	Flaska
2234601	Barra of Mendocino	200.00	9	8	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av örter, inslag av ceder, inslag av plommon, inslag av vanilj	Flaska
7699801	San Román	480.00	10	10	10	Fruktig smak med tydligt rostad fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av kakao, inslag av örter, inslag av kaffe, inslag av blåbär, inslag av kokos	Flaska
1068208	Terre de Mistral Reserve	86.33	8	7	10	Kryddig smak med inslag av björnbär, inslag av hallon, inslag av kryddpeppar, inslag av viol, inslag av blåbär	Box
7253401	Amazin'	118.67	8	6	8	Mycket fruktig smak med liten sötma, inslag av fat, inslag av blåbärssylt, inslag av choklad, inslag av vanilj	Flaska
7431201	LAB	105.33	8	8	9	Fruktig, kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av kanel, inslag av vanilj, inslag av skogshallon och mörk choklad.	Flaska
7431208	LAB	66.33	8	8	9	Fruktig, kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av kanel, inslag av vanilj, inslag av skogshallon och mörk choklad.	Box
7297201	Falling Feather	118.67	7	5	8	Generöst fruktig smak med inslag av skogshallon, inslag av sötlakrits, inslag av örter	Flaska
7297208	Falling Feather	79.67	6	4	8	Generöst fruktig smak med inslag av skogshallon, inslag av sötlakrits, inslag av örter	Box
8041901	Heartwood	118.67	6	6	8	Generöst fruktig smak med fatkaraktär, inslag av vanilj, inslag av björnbär, inslag av choklad, inslag av jordgubbar	Flaska
8160301	Vinistella	105.33	7	7	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av choklad, inslag av vanilj, inslag av hallon	Flaska
220802	Ser Lapo	226.67	8	9	9	Kryddig, nyanserad smak med fatkaraktär, inslag av mörka körsbär, inslag av kanel, inslag av nougat, inslag av pomerans, inslag av sandelträ	Flaska
539501	Gevrey-Chambertin La Justice	598.67	7	6	10	Nyanserad, kryddig smak med karaktär av rostade ekfat, inslag av skogshallon, inslag av choklad, inslag av kaffe, inslag av mineral, inslag av sandelträ	Flaska
1233001	Brunello di Montalcino	398.67	9	9	9	Nyanserad, kryddig, utvecklad smak med fatkaraktär, inslag av torkade körsbär, inslag av salvia, inslag av nypon, inslag av vanilj	Flaska
625301	Penfolds Koonunga Hill	132.00	9	9	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av svarta vinbär, inslag av plommon, inslag av kaffe, inslag av mynta, inslag av vanilj och mörk choklad.	Flaska
268001	Manifesto	105.33	9	9	9	Mycket fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av kaffe, inslag av svarta vinbär, inslag av vanilj, inslag av peppar	Flaska
7823601	Gran Maestro	105.33	8	6	9	Mycket fruktig smak med inslag av mörka körsbär, inslag av plommon, inslag av vanilj, inslag av hallon, inslag av lakrits	Flaska
7178601	Zensa	118.67	7	7	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av mörka körsbär, inslag av lakrits, inslag av mjölkchoklad	Flaska
206501	Château Vignelaure	305.33	9	9	9	Nyanserad, utvecklad smak med fatkaraktär, inslag av svarta vinbär, inslag av ceder, inslag av choklad, inslag av katrinplommon, inslag av lagerblad, inslag av örter, inslag av kaffe	Flaska
7382101	Campo Leòn	405.33	10	9	9	Kryddig, mogen smak med inslag av fat, inslag av torkade fikon, inslag av tobak, inslag av katrinplommon, inslag av choklad, inslag av nötter, inslag av nypon	Flaska
7038401	Borgogno	145.33	8	8	10	Kryddig, fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av choklad, inslag av kanel, inslag av blåbär, inslag av vanilj	Flaska
302701	Ribera 1 One	132.00	10	10	10	Nyanserad, kryddig smak med tydlig rostad fatkaraktär, inslag av mörka körsbär, inslag av choklad, inslag av korinter, inslag av kaffe, inslag av vanilj	Flaska
7021501	Bolla Le Poiane	345.33	10	9	9	Nyanserad, kryddig smak med inslag av fat, inslag av körsbär, inslag av russin, inslag av choklad, inslag av kanel, inslag av tobak	Flaska
303401	Casa Vinironia Palloncino	92.00	8	8	9	Kryddig, fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av korinter, inslag av choklad, inslag av kaffe, inslag av peppar, inslag av vanilj	PET-flaska
1235706	Brunello di Montalcino	399.33	9	9	10	Nyanserad, utvecklad smak med fatkaraktär, inslag av russin, inslag av ceder, inslag av torkade tranbär, inslag av kakao, inslag av nypon, inslag av kanel, inslag av salvia	Magnum
7668001	Ruby Zin	132.00	7	3	8	Bärig smak med inslag av blåbär, inslag av hallon, inslag av örter, inslag av vanilj	Flaska
7429901	Prohibition	132.00	8	6	8	Mycket fruktig smak med liten sötma, inslag av fat, inslag av blåbärssylt, inslag av vanilj, inslag av mynta, inslag av choklad	Flaska
7107501	P.Lex Appassivo	132.00	8	8	9	Mycket fruktig smak med inslag av mörka körsbär, inslag av russin, inslag av viol, inslag av örter	Flaska
7022701	Barolo Fontanafredda	278.67	9	10	10	Nyanserad, kryddig smak med fatkaraktär, inslag av torkade körsbär, inslag av rosor, inslag av jordgubbar, inslag av sandelträ, inslag av nougat, inslag av pomerans	Flaska
7099804	OHH	133.69	5	4	9	Bärig smak med inslag av blåbär, inslag av svarta vinbär, inslag av lakrits	Flaska
600801	Barefoot	105.33	7	5	9	Generöst fruktig smak med inslag av viol, inslag av björnbär, inslag av blåbär, inslag av vanilj	Flaska
7542101	Brunello di Montalcino	318.67	8	9	9	Nyanserad, utvecklad smak med fatkaraktär, inslag av torkade körsbär, inslag av tobak, inslag av kakao, inslag av nötter, inslag av pomerans	Flaska
7849801	Amarone della Valpolicella	1013.33	10	10	10	Nyanserad, kryddig smak med inslag av fat, inslag av torkade körsbär, inslag av katrinplommon, inslag av kaffe, inslag av kakao, inslag av romrussin, inslag av pomerans	Flaska
7297701	Grillo	118.67	8	7	9	Kryddig, fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av kanel, inslag av russin, inslag av örter, inslag av lakrits	Flaska
8160308	Vinistella	76.33	7	7	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av choklad, inslag av vanilj, inslag av hallon	Box
284901	Simonsig Cape Blend	105.33	7	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av björnbär, inslag av viol, inslag av gräs, inslag av sötlakrits	Flaska
214901	Viña Pedrosa	225.33	10	10	10	Nyanserad, kryddig smak med tydlig karaktär av rostade ekfat, inslag av mörka körsbär, inslag av plommon, inslag av kaffe, inslag av örter, inslag av vanilj, inslag av kakao	Flaska
625001	Camden Park	101.33	7	5	9	Mycket fruktig smak med inslag av fat, inslag av hallon, inslag av blåbär, inslag av vanilj, inslag av sötlakrits	Flaska
627101	Black Mountain	68.00	7	6	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av svarta vinbär, inslag av lakrits	Papp
657801	District 7	166.67	6	6	9	Kryddig, nyanserad smak med rostad fatkaraktär, inslag av jordgubbar, inslag av sandelträ, inslag av kardemumma, inslag av pomerans, inslag av nougat	Flaska
236201	Torres Las Mulas	118.67	8	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av viol, inslag av blåbär, inslag av choklad, inslag av örter	Flaska
241301	Jacob's Creek Lighter Alcohol	105.33	6	6	8	Fruktig smak med inslag av blåbärssylt, inslag av björnbär, inslag av kryddor, inslag av choklad	Flaska
1265801	Zonnebloem	133.33	9	8	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av viol, inslag av björnbär, inslag av kaffe, inslag av vanilj	Flaska
602401	Alto Pina	100.00	8	8	9	Fruktig smak med fatkaraktär, inslag av plommon, inslag av lavendel, inslag av kokos, inslag av björnbär, inslag av kaffe, inslag av kryddnejlika	Flaska
681302	Château Boutisse	306.67	10	10	10	Nyanserad smak med tydligt rostad fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av kaffe, inslag av kakao, inslag av ceder, inslag av lagerblad, inslag av tobak	Flaska
7515801	Villa Cavallo	145.33	8	7	9	Kryddig, utvecklad smak med fatkaraktär, inslag av torkade körsbär, inslag av russin, inslag av nougat, inslag av choklad, inslag av ceder	Flaska
223501	Black Stallion	252.00	6	5	9	Nyanserad, kryddig smak med fatkaraktär, inslag av jordgubbar, inslag av choklad, inslag av körsbär, inslag av kaffe, inslag av mynta	Flaska
646707	Jacob's Creek Barossa	126.00	9	7	9	Mycket fruktig, nyanserad smak med fatkaraktär, inslag av björnbär, inslag av choklad, inslag av mörka körsbär, inslag av kryddnejlika, inslag av vanilj	Box
231201	Cecchi	105.33	5	5	9	Ungdomlig, bärig smak med inslag av skogshallon, inslag av körsbär, inslag av viol, inslag av lakrits	Flaska
7895201	Bellflower	158.67	8	6	9	Generöst fruktig smak med fatkaraktär, inslag av skogshallon, inslag av blåbär, inslag av mynta, inslag av choklad, inslag av vanilj	Flaska
7896307	Hardys Nottage Hill	79.33	7	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av björnbär, inslag av lakrits, inslag av kryddor, inslag av vanilj	Box
7217108	Casa Nostra	56.33	8	7	9	Mycket fruktig smak med inslag av mörka körsbär, inslag av blåbärssylt, inslag av örter, inslag av lakrits	Box
302501	Conero Riserva	145.33	9	9	9	Smakrikt vin med tydlig fatkaraktär, inslag av mörka körsbär, inslag av choklad, inslag av korinter, inslag av kaffe, inslag av kakao, inslag av vanilj	Flaska
293602	Saint Clair Pioneer Block 23	240.00	6	6	9	Balanserad, kryddig smak med fatkaraktär, inslag av mogna jordgubbar, inslag av körsbär, inslag av ingefära, inslag av hallon, inslag av örter, inslag av choklad	Flaska
228401	Ferrandière	105.33	5	5	9	Kryddig, bärig smak med inslag av fat, inslag av jordgubbar, inslag av muskot, inslag av skogsbär, inslag av lingon, inslag av kanel, inslag av örter	Flaska
217901	Domaine de Verquière	185.33	8	8	9	Kryddig, nyanserad smak med inslag av fat, inslag av hallon, inslag av blåbär, inslag av viol, inslag av färska örter, inslag av lakrits, inslag av svartpeppar	Flaska
655708	The Econic	103.00	8	7	9	Mycket fruktig smak med fatkaraktär, inslag av blåbär, inslag av skogshallon, inslag av pepparmynta, inslag av kanel, inslag av vanilj	Box
7501501	Antiche Terre Venete	132.00	4	4	10	Bärig smak med inslag av körsbär, inslag av lakrits, inslag av hallon, inslag av basilika	Flaska
7604601	Rocca di Montemassi	118.67	7	6	9	Mycket fruktig smak med inslag av fat, inslag av körsbär, inslag av lakrits, inslag av blåbär, inslag av örter	Flaska
7518201	Fontanafredda	238.67	9	10	10	Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, inslag av hallon, inslag av nypon, inslag av rosor, inslag av örter, inslag av muskot, inslag av kanel	Flaska
7541608	Barone Montalto	83.00	8	6	8	Mycket fruktig smak med sötma, inslag av fat, inslag av blåbärssylt, inslag av sötlakrits, inslag av salvia, inslag av vanilj	Box
208701	Dig This!	105.33	8	8	10	Mycket fruktig, ungdomlig smak med inslag av fat, inslag av svarta vinbär, inslag av örter, inslag av blåbär, inslag av körsbär, inslag av vanilj, inslag av lakrits	Flaska
284501	Châteauneuf-du-Pape	366.67	10	9	9	Nyanserad, kryddig smak med inslag av fat, inslag av björnbär, inslag av lagerblad, inslag av plommon, inslag av kakao, inslag av viol, inslag av peppar, inslag av hallon, inslag av örter	Flaska
238201	Nuevo Mundo Organic	100.00	7	7	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av björnbär, inslag av tobak, inslag av jordgubbar, inslag av lakrits	Flaska
229301	Château de Pierreux	158.67	6	6	10	Ungdomlig, bärig, något kryddig smak med inslag av skogsbär, inslag av färska örter, inslag av mörka körsbär, inslag av peppar, inslag av jordgubbar	Flaska
7606501	Cycliste	118.67	8	9	9	Fruktig smak med inslag av fat, inslag av björnbär, inslag av hallon, inslag av färska örter, inslag av kryddnejlika, inslag av peppar	Flaska
7360402	Barolo	424.00	9	10	10	Mogen, kryddig smak med fatkaraktär, inslag av tobak, inslag av torkade körsbär, inslag av valnötter, inslag av kanel, inslag av kryddpeppar och svart te.	Flaska
7576401	Belleruche Côtes-du-Rhône	145.33	8	8	9	Kryddig, nyanserad smak med inslag av björnbär, inslag av hallon, inslag av peppar, inslag av lavendel, inslag av lakrits	Flaska
225501	Francisco Gomez	105.33	8	7	9	Fruktig, något kryddig smak med inslag av mörka körsbär, inslag av plommon, inslag av vanilj, inslag av tobak	Flaska
3273701	Lepores	356.00	9	8	9	Nyanserad fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av blåbär, inslag av choklad, inslag av lakrits, inslag av örter, inslag av vanilj	Flaska
1235601	Rust en Vrede Estate	372.00	10	9	10	Fruktigt, smakrikt vin med rostad fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av svartpeppar, inslag av mörk choklad, inslag av ceder, inslag av tobak, inslag av och kaffe.	Flaska
620701	Black Stallion	305.33	10	9	9	Nyanserad, mycket fruktig smak med rostad fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av choklad, inslag av blåbär, inslag av kryddnejlika, inslag av kaffe	Flaska
671801	Rawson's Retreat	113.33	8	7	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av choklad, inslag av blåbär, inslag av peppar	Flaska
652901	Tapiz	206.67	10	10	9	Mycket fruktig smak med tydlig fatkaraktär, inslag av blåbär, inslag av viol, inslag av plommon, inslag av björnbär, inslag av svarta oliver, inslag av vanilj	Flaska
7211501	Amore Assoluto	118.67	5	5	9	Bärig smak med inslag av körsbär, inslag av blåbär, inslag av örter	Flaska
7280501	Grande Alberone	132.00	8	8	9	Kryddig smak med tydlig rostad fatkaraktär och liten sötma, inslag av plommon, inslag av choklad, inslag av kaffe, inslag av kardemumma, inslag av körsbär	Flaska
7420101	Borgogno	212.00	6	5	10	Bärig, nyanserad smak med inslag av fat, inslag av mörka körsbär, inslag av skogshallon, inslag av örter, inslag av viol, inslag av salvia	Flaska
233001	Barolo Serralunga	412.00	8	10	10	Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, inslag av rosor, inslag av kanel, inslag av kakao, inslag av sandelträ, inslag av nypon, inslag av rosépeppar	Flaska
233002	Barolo Serralunga	450.67	9	11	10	Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, inslag av rosor, inslag av kanel, inslag av pinjenötter, inslag av kakao, inslag av sandelträ, inslag av nypon, inslag av örter	Flaska
231301	Prugneto	118.67	8	7	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av skogshallon, inslag av vanilj, inslag av choklad	Flaska
7244501	Baron De Ley	172.00	8	8	10	Mycket fruktig smak med rostad fatkaraktär, inslag av björnbär, inslag av mörka körsbär, inslag av viol, inslag av tobak, inslag av choklad, inslag av skogshallon, inslag av kokos	Flaska
7287508	Leva Reserve	53.00	6	5	9	Fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av svarta vinbär, inslag av kryddor, inslag av smörkola	Box
